video_id,Dimension1,Dimension2,Dimension3,Dimension4,Dimension5,Dimension6,Closest Text Type,category,corpus,color
vQqiv5lQ4GQ,36.29,-7.07,-12.6,-4.16,-3.92,-3.5,Informational interaction,People & Blogs,Y,2
vr7kTSQBhsU,20.11,-4.74,-4.07,4.39,0.98,8.52,Informational interaction,Education,Y,2
vRWVzv15SGE,-2.94,-2.21,-2.84,0.58,0.45,0.74,General narrative exposition,News & Politics,Y,2
VsIdUjs7Yic,24.94,-3.68,1.21,-0.16,-2.0,0.74,Informational interaction,Film & Animation,Y,2
vsTaV4qYBSI,8.39,-4.36,-2.15,-4.03,-3.42,-0.78,Involved persuasion,Comedy,Y,2
vSzT33_bL4c,20.27,-2.68,0.0900000000000001,4.16,-2.59,-0.38,Informational interaction,People & Blogs,Y,2
vt84joz7MfU,21.93,-4.25,-2.79,-3.15,-2.0,1.52,Informational interaction,People & Blogs,Y,2
VThNEGnVQTo,0.669999999999999,-1.98,-0.73,-4.34,-1.94,-1.64,Involved persuasion,Sports,Y,2
vu-Vj7JCnbQ,14.72,-3.98,-3.26,-1.48,-0.43,3.76,Involved persuasion,People & Blogs,Y,2
VUcEYXrw6CA,18.32,0.98,-3.04,-1.42,0.08,0.49,Informational interaction,Nonprofits & Activism,Y,2
VUgOeAE7S9M,40.92,-6.73,-11.32,1.41,-2.14,-1.46,Intimate interpersonal interaction,People & Blogs,Y,2
VVduCcmw-nQ,16.07,-2.56,-1.2,-0.24,-1.85,0.38,Involved persuasion,Entertainment,Y,2
VwgjGk7f6fs,26.39,-3.73,-3.23,-0.22,-2.7,2.43,Informational interaction,Entertainment,Y,2
VwJ1VTcnTMU,-8.3,3.53,2.33,-3.89,-0.29,0.99,General narrative exposition,Entertainment,Y,2
Vy4ek2pa-1Q,32.38,0.9,-4.31,0.76,-2.41,0.91,Informational interaction,Gaming,Y,2
vz16RbQ9JqM,29.76,-2.78,-1.94,-2.19,-1.5,0.65,Informational interaction,Entertainment,Y,2
W0cdOSBe110,4.8,-2.2,-3.2,-2.81,-2.92,-0.0699999999999998,Involved persuasion,Sports,Y,2
W0fWEbCkmcE,17.38,-4.75,-2.2,8.36,-1.17,4.05,Involved persuasion,Howto & Style,Y,2
w0mYDWJUabU,14.58,-3.17,-3.65,0.45,-2.46,3.36,Involved persuasion,People & Blogs,Y,2
w1kzzH6gues,-3.12,2.15,-2.03,3.7,2.33,4.1,General narrative exposition,Entertainment,Y,2
W2C-npySiA0,26.41,0.42,-1.86,-3.85,-1.38,3.82,Informational interaction,People & Blogs,Y,2
w2w-AmtdIdE,27.33,-3.06,-3.56,-2.85,-3.8,-0.31,Informational interaction,People & Blogs,Y,2
W4ktLen9cVM,16.58,-4.16,-0.46,5.08,-2.57,-0.19,Involved persuasion,Science & Technology,Y,2
W4q2-KovDjM,18.78,-4.81,-2.42,1.77,-1.12,2.6,Informational interaction,Howto & Style,Y,2
w4vCqkM5EUE,20.21,-3.98,-4.21,1.05,-2.25,0.47,Informational interaction,Howto & Style,Y,2
w50DU0dcrH4,24.56,-3.07,-1.14,5.28,0.47,0.69,Informational interaction,People & Blogs,Y,2
W5Qt9Sn_4ME,11.58,-3.12,0.44,2.87,-2.23,-0.1,Involved persuasion,Entertainment,Y,2
W6TKdq-BWuc,25.02,-2.12,-4.44,-1.66,-2.01,-2.04,Informational interaction,Entertainment,Y,2
W73ZqwHZJOs,23.58,1.11,-2.42,-2.58,-3.66,-0.89,Informational interaction,People & Blogs,Y,2
W9AanjprdiM,16.39,-1.53,-0.71,-2.28,-1.93,1.39,Involved persuasion,Sports,Y,2
W9PTF5cfIGc,1.35,-6.12,-1.44,-6.12,-2.01,3.57,Involved persuasion,Gaming,Y,2
WA6VXUACVsk,24.93,2.04,-4.74,2.87,-0.53,6.39,Informational interaction,Travel & Events,Y,2
wa8piQOTMsg,9.99,-5.44,-1.58,1.55,1.51,0.17,Involved persuasion,Gaming,Y,2
wag22BhMKjQ,-3.7,-4.23,-5.55,-3.61,-3.25,-1.14,Situated reportage,Sports,Y,2
WAjnVXA5iKA,14.38,-2.98,-2.06,2.25,-2.7,0.1,Involved persuasion,Film & Animation,Y,2
WB1Ng5fFXGM,20.5,-4.21,-1.41,0.83,-2.75,-0.99,Informational interaction,People & Blogs,Y,2
wB4sO0GLPUc,20.35,-0.68,-2.99,-2.73,-2.39,-0.47,Informational interaction,Howto & Style,Y,2
wc3THeXjE6A,4.94,1.88,-3.94,1.53,2.46,0.47,Imaginative narrative,News & Politics,Y,2
wC3ThGV5a38,11.4,-1.87,-1.36,-0.55,3.96,2.13,Involved persuasion,Entertainment,Y,2
WDl0Kz2bjbA,42.96,-3.74,0.41,-3.89,-2.99,2.38,Intimate interpersonal interaction,People & Blogs,Y,2
wemxr-wTXXA,22.52,-2.6,-1.73,-4.48,-3.74,0.0,Informational interaction,Gaming,Y,2
weTn6LwGK-4,33.36,-2.23,-5.38,2.12,-2.83,-1.57,Informational interaction,Gaming,Y,2
Wf5i9TJW2DI,34.27,-3.63,-3.04,-2.16,-2.03,0.16,Informational interaction,Sports,Y,2
WfcyQ4kCdZI,29.72,-4.43,-3.02,-0.83,-1.8,-0.74,Informational interaction,Gaming,Y,2
wH5B3gnd7hs,18.88,-3.33,4.55,12.85,-2.48,-0.74,Involved persuasion,News & Politics,Y,2
wH8_fy8-oRM,29.84,-0.69,-2.65,2.45,-1.72,-1.1,Informational interaction,People & Blogs,Y,2
WhH0EnuIJI0,-3.77,-0.88,1.23,-0.59,14.14,-0.91,Scientific exposition,Film & Animation,Y,2
wi8DM9CEmfY,21.08,-3.51,1.24,-6.5,7.43,-2.43,Informational interaction,Comedy,Y,2
Wj-cG32pNAo,9.08,-0.48,0.54,-0.76,-3.07,1.29,Involved persuasion,Entertainment,Y,2
WJ1VmWs-s-Q,23.82,-2.74,-3.77,-1.79,-3.22,-0.38,Informational interaction,Gaming,Y,2
wk_HxfW7dXs,33.6,-4.88,-2.18,-2.84,-3.79,-0.07,Informational interaction,Entertainment,Y,2
WlA0vQXLXhg,22.04,-2.58,-1.96,-2.55,-2.66,0.62,Informational interaction,Entertainment,Y,2
wlk2itIWcRE,20.82,-2.08,-4.74,-1.41,-2.74,-1.0,Informational interaction,Gaming,Y,2
wMDqmYhqLys,34.82,-1.79,-0.830000000000001,-3.23,-3.92,-0.43,Informational interaction,People & Blogs,Y,2
wMGkB_t4BqA,29.42,-2.71,-3.69,0.34,-3.1,-0.48,Informational interaction,Gaming,Y,2
wo3hf48mfXQ,4.36,-5.19,-3.71,0.0899999999999999,-1.48,-0.0899999999999999,Involved persuasion,Entertainment,Y,2
WP7pE4gBsN4,9.94,-6.79,1.03,-2.63,-2.08,0.53,Involved persuasion,Gaming,Y,2
wp7qctyVU2s,21.16,6.05,-4.9,-4.69,-2.26,-3.5,Informational interaction,Music,Y,2
wRF31x79cn8,26.75,-4.72,-3.49,3.16,-1.84,1.22,Informational interaction,People & Blogs,Y,2
WRhsWyerYSk,46.97,-7.14,0.79,10.5,-3.92,5.19,Intimate interpersonal interaction,Music,Y,2
wrqMbErd1VU,29.81,-0.05,0.15,-0.45,-1.96,0.72,Informational interaction,Sports,Y,2
WRUpS6DccJs,15.48,-0.51,-1.92,2.2,-1.57,0.43,Involved persuasion,Entertainment,Y,2
wRwId2RfmfA,31.72,-2.99,-0.92,-4.69,-3.23,-0.29,Informational interaction,Music,Y,2
wSb6juZnCrI,57.78,-2.71,-3.41,0.499999999999999,0.35,-1.26,Intimate interpersonal interaction,People & Blogs,Y,2
WSkXJpa1tYI,23.86,-4.47,-2.06,-1.37,-2.03,0.21,Informational interaction,Gaming,Y,2
WT2fzQp9WVY,2.57,-1.82,-2.21,-1.0,-0.75,1.91,Involved persuasion,Education,Y,2
wTEmrz4p7Xc,7.35,-3.71,3.44,-1.29,1.92,4.19,Involved persuasion,Education,Y,2
Wtt6foqXBCw,24.7,-5.3,0.0699999999999998,-0.13,-3.03,-0.24,Informational interaction,Gaming,Y,2
WtvT2qJchyI,32.35,-4.97,-3.94,3.05,-2.79,1.4,Informational interaction,Autos & Vehicles,Y,2
WutRJ6jWFSo,20.99,-1.59,-5.28,-1.76,-0.23,3.21,Informational interaction,People & Blogs,Y,2
wuUSygCyTq8,41.97,-7.38,0.98,-9.27,-3.92,-3.5,Intimate interpersonal interaction,People & Blogs,Y,2
wUyKu2lZVj8,19.1,-5.0,0.27,0.17,-1.12,0.51,Informational interaction,Science & Technology,Y,2
wvHFruQ5mMM,22.85,-4.37,-0.0199999999999998,1.76,-0.18,0.36,Informational interaction,People & Blogs,Y,2
WVHVSXPeVpk,0.63,-1.67,12.85,1.84,-2.41,-0.45,Involved persuasion,Entertainment,Y,2
WVPM6D-3aZo,18.03,-2.97,-3.08,2.3,-0.26,2.41,Informational interaction,Science & Technology,Y,2
WVvmiIMswe0,12.46,-3.47,-1.46,3.59,-0.57,3.14,Involved persuasion,Education,Y,2
WvxwC8ek7BU,14.28,3.24,-2.45,1.56,0.3,2.08,Imaginative narrative,Entertainment,Y,2
wwDg0_k7oU8,12.33,-6.06,-2.5,1.19,-0.17,2.81,Involved persuasion,People & Blogs,Y,2
WWGB3baRQzM,43.83,-6.25,-2.38,4.15,-2.54,-0.79,Intimate interpersonal interaction,People & Blogs,Y,2
wwMpzY0AlPY,13.72,-5.97,-3.48,2.13,-3.74,3.26,Involved persuasion,News & Politics,Y,2
wW_6SXMpZSA,3.84,-2.13,-4.35,-3.71,-0.92,-0.33,Situated reportage,People & Blogs,Y,2
WXEDy7H1WeQ,28.52,0.97,-4.07,1.32,-3.08,1.93,Informational interaction,Gaming,Y,2
Wy-dr2vIjtM,23.44,-2.58,0.94,-3.02,-2.53,1.12,Informational interaction,Travel & Events,Y,2
WyawJQPxQ4M,18.1,-5.35,-1.9,0.18,-1.09,1.81,Informational interaction,Autos & Vehicles,Y,2
WYjFxL9VuA8,27.4,-4.1,-0.54,-1.36,-2.46,3.02,Informational interaction,People & Blogs,Y,2
WZICn2WPCQ4,4.87,-3.75,-1.76,-0.95,1.56,-0.79,Involved persuasion,Autos & Vehicles,Y,2
WzKwxLCL_oI,26.48,-4.52,-4.29,4.27,-2.53,0.0,Informational interaction,Howto & Style,Y,2
wzwkK2jxjD4,1.74,3.36,0.61,-0.48,-0.29,-0.61,Imaginative narrative,Film & Animation,Y,2
x0LHD28adQg,28.21,-2.94,-0.37,-3.61,-2.06,1.16,Informational interaction,Entertainment,Y,2
x0R9YUzZkeU,7.04,-4.79,-4.95,-2.97,-2.22,2.12,Involved persuasion,People & Blogs,Y,2
x12T2V7pMhM,14.7,-2.13,-1.84,-1.28,-1.05,3.97,Involved persuasion,Gaming,Y,2
X1DJvvVgRPM,25.45,-3.7,-2.37,-0.2,-2.63,-0.9,Informational interaction,Howto & Style,Y,2
X1KH-XFGc5s,-3.16,-5.45,9.1,1.45,2.09,2.0,Involved persuasion,People & Blogs,Y,2
X27t1VEU4d0,-8.23,-4.12,0.84,2.12,-0.13,-0.55,General narrative exposition,Gaming,Y,2
X3NYdlc8XgA,21.9,-3.85,-4.32,0.67,-0.97,1.88,Informational interaction,Science & Technology,Y,2
X3okjwRHwfw,13.38,-4.12,-3.01,-2.46,-1.31,1.03,Involved persuasion,Gaming,Y,2
x3WZyVHcjeM,-0.229999999999999,3.84,1.89,-0.9,-3.52,0.1,Imaginative narrative,Entertainment,Y,2
x4G0SzXxzec,27.29,-1.52,-4.03,-0.0900000000000001,-2.7,1.38,Informational interaction,People & Blogs,Y,2
X4rj4y6S_fw,26.22,-5.15,-0.76,-1.24,-2.76,3.99,Informational interaction,People & Blogs,Y,2
X7eyXz4AKq8,9.32,-4.64,-0.2,-4.95,0.61,1.77,Involved persuasion,Howto & Style,Y,2
x7LxxN8YNsU,3.26,-0.23,1.77,-2.46,-1.32,0.03,Involved persuasion,Music,Y,2
x8x2wPuPhgI,25.23,-4.34,-3.48,-2.15,-3.1,0.74,Informational interaction,People & Blogs,Y,2
X9yoi0lRrro,26.75,-2.27,-0.78,1.31,-1.65,-0.51,Informational interaction,News & Politics,Y,2
XaBhIdfgRX4,24.36,-5.32,-0.22,6.82,0.11,1.46,Informational interaction,People & Blogs,Y,2
XAxELe6LOcY,6.3,-1.8,0.19,-1.93,4.54,-0.66,Involved persuasion,Gaming,Y,2
xb8MnNArWL4,26.12,-0.66,-2.27,1.24,-1.5,1.9,Informational interaction,Gaming,Y,2
xBWLVIe7Dso,21.68,-3.04,1.46,0.87,-0.95,0.84,Informational interaction,Entertainment,Y,2
Xc2ItMfeX4c,27.71,-2.62,-0.59,5.65,-1.43,1.45,Informational interaction,Education,Y,2
XcN9sqOYWtM,0.579999999999999,0.95,1.36,-5.56,-1.4,-3.5,Involved persuasion,Gaming,Y,2
XD0FWJxAVbw,6.24,-4.47,-13.11,-3.75,-0.97,-1.81,Situated reportage,Sports,Y,2
XdAdayFk5qY,16.09,-3.43,-5.58,0.46,-3.18,-0.8,Involved persuasion,People & Blogs,Y,2
XDh_zoBcvMU,23.15,-3.29,-1.8,-0.94,-1.88,1.47,Informational interaction,Autos & Vehicles,Y,2
XDUK9zbdkVw,31.99,-4.46,-5.16,2.65,-2.07,0.09,Informational interaction,Gaming,Y,2
xdu_1dCTzxU,7.07,-1.84,-4.94,-3.44,-1.31,-0.47,Imaginative narrative,Sports,Y,2
Xdv9whWY-ZY,8.92,-3.26,0.47,-5.33,-0.58,-1.35,Involved persuasion,Music,Y,2
xeN2c_favLg,22.75,-4.96,-1.59,-2.37,-1.31,-2.26,Informational interaction,Sports,Y,2
XE_2xDwXIc8,-9.82,-3.1,-2.56,-4.69,-0.96,-0.86,General narrative exposition,Sports,Y,2
Xf2HVOLLMaI,20.44,-5.23,-2.61,-2.93,0.44,0.03,Informational interaction,People & Blogs,Y,2
XG5BcU1ZGiA,17.3,-3.91,-0.96,7.23,-2.8,0.53,Involved persuasion,News & Politics,Y,2
xg9Uh5UQ-YI,2.05,-4.59,3.15,5.29,-2.22,-1.48,Involved persuasion,Education,Y,2
XGgmWWSq71g,27.08,-2.72,-2.62,-2.92,-3.26,0.29,Informational interaction,Entertainment,Y,2
XGYL-2zZdyY,2.56,-2.58,-4.08,-1.19,-2.38,-0.5,Involved persuasion,Sports,Y,2
XgzssqCeEJk,33.56,-4.11,-1.82,5.23,-0.96,-0.43,Informational interaction,People & Blogs,Y,2
xH916zw0Xpo,26.59,-4.0,-0.37,2.06,-1.97,1.88,Informational interaction,Entertainment,Y,2
xhEr83pb9oM,19.74,-3.91,-3.46,1.07,-0.79,2.07,Informational interaction,Film & Animation,Y,2
xIIJfmDnvPE,21.42,-6.03,-1.86,4.57,0.56,4.67,Informational interaction,Education,Y,2
XjYgnwH9T28,10.32,-3.78,0.13,3.89,-1.07,3.46,Involved persuasion,Sports,Y,2
xLHfbJmLmKo,23.89,-2.64,-1.75,0.53,-2.46,0.04,Informational interaction,Comedy,Y,2
XlYSWmbxzPk,34.5,2.51,-1.08,8.39,-3.92,12.07,Informational interaction,People & Blogs,Y,2
xm664wTkWog,26.72,-1.65,-1.59,-0.07,-2.74,2.27,Informational interaction,Entertainment,Y,2
xmIRVjtc_-s,21.59,-3.85,-2.0,0.83,-3.5,-2.19,Informational interaction,Comedy,Y,2
XNC2DNqH4Es,18.85,-0.61,0.0599999999999998,10.22,8.98,2.76,Involved persuasion,Education,Y,2
xnL7q2OEXmc,22.35,-2.7,0.61,4.55,-0.36,0.26,Informational interaction,Education,Y,2
XO7M4rWdUh4,21.65,-3.79,-4.16,0.84,-0.26,0.81,Informational interaction,People & Blogs,Y,2
XOd7LeCV3uQ,24.77,-2.14,-2.63,-2.14,-3.53,-1.31,Informational interaction,Autos & Vehicles,Y,2
Xot1U43CBY8,37.11,-2.68,0.15,-6.84,-3.4,-2.69,Informational interaction,Entertainment,Y,2
xPqb4oorsYo,32.35,-4.42,-2.74,5.97,-1.67,-1.11,Informational interaction,Howto & Style,Y,2
Xpw5J-4J5jw,17.62,-4.56,-1.83,-0.68,-1.25,2.64,Informational interaction,Howto & Style,Y,2
xQgUfCFfhZ4,19.81,-1.72,0.81,3.31,0.32,1.83,Informational interaction,Education,Y,2
xqj5bPxPAPU,36.67,-3.36,-3.15,2.52,-1.12,3.64,Informational interaction,Entertainment,Y,2
xqnfiZEHAzI,13.54,-2.8,-1.65,10.39,-1.13,0.69,Involved persuasion,Education,Y,2
XQPHMJU07sA,-10.69,-1.9,3.17,-4.07,1.16,-1.34,General narrative exposition,Film & Animation,Y,2
Xrbp7a3tWxI,-0.31,-3.97,5.25,-3.71,-0.52,3.03,Involved persuasion,Education,Y,2
xRe2bEeI_lE,25.49,-2.83,-2.96,3.15,-2.23,-0.2,Informational interaction,People & Blogs,Y,2
xrrnoABzqok,6.97,-3.8,0.85,0.99,0.85,1.27,Involved persuasion,Education,Y,2
XS7gAIAJZV0,-4.38,-2.93,-2.48,-4.26,-2.33,-1.4,General narrative exposition,Sports,Y,2
xscnM-qaIeM,25.93,-3.86,-11.53,12.17,-3.92,-1.21,Informational interaction,Music,Y,2
XscrgvXWgp4,7.4,-3.53,-0.55,0.74,1.9,2.6,Involved persuasion,People & Blogs,Y,2
xSo1zBRItwg,31.42,-6.73,-0.72,0.29,-3.76,8.53,Informational interaction,Gaming,Y,2
XsqI-BD2GMs,13.72,0.28,-0.43,-1.79,-1.99,-0.45,Involved persuasion,Sports,Y,2
XSRS5vcBHeY,0.51,0.29,-0.76,1.42,-0.33,0.64,Involved persuasion,Entertainment,Y,2
XsW8HJutIgM,13.29,-4.05,-2.49,4.13,-3.4,1.06,Involved persuasion,Education,Y,2
xTMDGFL209o,21.03,-2.58,0.82,5.35,-1.5,0.0,Informational interaction,People & Blogs,Y,2
xtuLcOvRxp8,44.33,-3.07,-6.36,3.33,-0.95,-0.33,Intimate interpersonal interaction,People & Blogs,Y,2
XTXzTDUf6rc,-4.86,-4.88,0.68,0.23,-3.35,-2.15,General narrative exposition,Education,Y,2
xUkMec47Wqw,7.87,-0.92,-2.23,-4.98,-0.38,-0.74,Involved persuasion,Howto & Style,Y,2
XUp3hE1MBNk,17.87,-3.43,-0.79,1.77,0.99,0.72,Informational interaction,Education,Y,2
Xw0JDbFXAKs,11.74,-0.9,-0.15,2.51,0.45,1.48,Involved persuasion,Autos & Vehicles,Y,2
XWDhhvrZDwE,31.35,-5.52,-2.5,-3.8,-3.62,-1.62,Informational interaction,Education,Y,2
XwFGbmq6VpU,-9.76,3.32,2.42,0.22,-0.98,2.22,General narrative exposition,News & Politics,Y,2
xWgtKfyFYMY,-15.78,-3.83,10.45,1.12,3.01,-1.72,Learned exposition,People & Blogs,Y,2
xWrqTGc9weA,23.4,-3.41,-3.49,-1.74,-2.34,0.19,Informational interaction,Gaming,Y,2
XWvD2H_uEfM,20.01,-5.31,-2.11,3.09,-1.68,2.81,Informational interaction,Education,Y,2
xWyZu4Ie67Q,18.36,-2.68,-1.51,-0.39,-1.61,-1.07,Informational interaction,People & Blogs,Y,2
xx50DyxyUxc,-8.31,6.77,6.25,-1.42,-0.67,-0.66,General narrative exposition,People & Blogs,Y,2
XXKIAxqrkM4,3.98,1.92,-2.14,3.31,1.99,5.0,Involved persuasion,People & Blogs,Y,2
xY0GKu-PM58,7.16,-3.83,6.26,-1.6,1.12,0.69,Involved persuasion,Education,Y,2
XYaVylfAabA,1.75,-2.65,-0.33,0.91,3.25,1.26,Involved persuasion,Film & Animation,Y,2
xyfaE6nqQMk,14.52,-3.88,-0.0800000000000001,-2.22,-1.03,0.14,Involved persuasion,Film & Animation,Y,2
xyzV94qAIq0,24.04,-5.24,-2.5,2.13,0.28,0.34,Informational interaction,People & Blogs,Y,2
xzvWK-IBXws,29.27,-2.68,-1.28,1.54,-2.47,4.64,Informational interaction,Entertainment,Y,2
XzWS-agGSzE,25.99,-2.71,0.0600000000000001,1.97,-1.14,1.48,Informational interaction,Sports,Y,2
X_iPiHinUHw,39.3,-4.25,-2.74,-2.23,-0.52,-1.64,Intimate interpersonal interaction,Gaming,Y,2
y0mGffUG2KM,28.26,-2.47,-2.65,-1.63,-2.38,-1.05,Informational interaction,Film & Animation,Y,2
y1hyIXKKOZQ,14.29,-4.88,-6.42,-0.0999999999999999,-3.06,5.34,Involved persuasion,People & Blogs,Y,2
Y3IXbX5YWkU,10.44,-5.05,4.58,5.55,0.24,3.9,Involved persuasion,Nonprofits & Activism,Y,2
y4KK8qvrqrE,1.16,-1.42,-1.15,1.4,-1.7,0.47,Involved persuasion,Sports,Y,2
y5eK34DeUgE,30.43,-4.54,-2.32,-2.24,-3.17,0.65,Informational interaction,Education,Y,2
Y5ux_2aNWwU,-8.68,1.11022302462516e-16,4.51,0.81,0.01,-1.48,General narrative exposition,News & Politics,Y,2
y6hS-ZVr-co,12.77,-4.11,-0.25,-2.43,-2.18,1.0,Involved persuasion,People & Blogs,Y,2
y6YVBy-1hjQ,18.34,-5.27,-8.13,3.26,-1.21,5.47,Informational interaction,Howto & Style,Y,2
y8kQWVPIG-8,22.61,-5.41,-1.41,6.33,-1.23,1.69,Informational interaction,People & Blogs,Y,2
Y8uESXTa3II,14.48,-3.47,-0.5,7.09,-2.56,0.1,Involved persuasion,Science & Technology,Y,2
y9fbfdy60Dc,20.53,-1.81,-3.9,-2.49,-1.06,-0.66,Informational interaction,Entertainment,Y,2
YaaP8lxVNCo,-9.25,-7.38,-5.73,-9.27,-2.7,-3.5,Situated reportage,Gaming,Y,2
yAbD05aRRPE,35.91,-2.47,-0.34,1.73,1.94,-1.35,Informational interaction,Education,Y,2
YaJqcIIT_cA,22.99,-4.12,-4.65,1.93,-1.06,0.67,Informational interaction,Autos & Vehicles,Y,2
YAKDOqFtqYY,22.92,-3.07,2.25,1.73,-2.5,0.6,Informational interaction,News & Politics,Y,2
yaL0bNXDaIo,31.77,-5.07,-0.23,0.09,-0.41,0.71,Informational interaction,Howto & Style,Y,2
YAQgxG4zgo0,-0.34,-1.6,-7.36,-5.02,-2.01,0.78,Situated reportage,Sports,Y,2
YBYYpHHpLjs,17.91,-7.38,1.62,-7.63,10.74,-3.5,Involved persuasion,Entertainment,Y,2
YClJciaGe6s,-5.53,-4.89,5.69,-3.46,-0.0800000000000001,-1.99,General narrative exposition,Education,Y,2
YD-N_tD7-ec,23.25,-4.25,-2.8,-3.46944695195361e-17,-2.16,0.03,Informational interaction,Pets & Animals,Y,2
ydfyM48MtsY,14.1,-5.6,0.38,2.29,-1.43,0.65,Involved persuasion,Howto & Style,Y,2
YdMjgZkWv3E,15.49,-3.0,-0.72,-0.83,-0.13,4.53,Involved persuasion,People & Blogs,Y,2
YDUVjz2nVUo,3.38,-5.11,3.95,-1.64,-0.06,0.02,Involved persuasion,Education,Y,2
Yepwd82Gios,26.3,0.26,-2.18,1.1,-1.45,1.91,Informational interaction,Entertainment,Y,2
yFC2AQlQhuU,19.44,-2.12,-4.08,-3.44,-2.94,0.26,Informational interaction,Gaming,Y,2
yFm1favAXY4,32.46,-4.31,-2.73,-1.48,-2.65,-0.43,Informational interaction,Gaming,Y,2
yg1bmvqoLjA,29.25,-2.03,-4.7,-2.01,-3.09,0.35,Informational interaction,People & Blogs,Y,2
yGfWUh2Zqt8,16.13,-6.06,-4.57,1.3,-0.17,3.86,Involved persuasion,Howto & Style,Y,2
yGh3Vae8i1o,22.7,-4.12,-4.49,-3.03,-2.0,0.77,Informational interaction,Science & Technology,Y,2
yGTdEa6dNCE,14.25,-5.1,1.22,0.6,-2.62,5.69,Involved persuasion,Entertainment,Y,2
ygVf5bHq-Vc,21.99,-5.38,-3.12,5.87,-1.04,0.86,Informational interaction,Travel & Events,Y,2
yh1dcuTL4D4,23.02,-3.55,-1.75,3.55,0.72,2.21,Informational interaction,Gaming,Y,2
yiPwhpQUpHQ,31.27,-3.43,-0.42,-2.39,-2.64,0.16,Informational interaction,Gaming,Y,2
YJHPjz9MQwM,10.19,0.26,-2.51,0.47,4.14,-0.52,Involved persuasion,Sports,Y,2
yJshbNMtcLw,23.28,-4.05,-6.8,-2.89,-3.92,1.98,Informational interaction,Science & Technology,Y,2
yk97DCNI4kg,29.41,-3.42,-4.05,0.0900000000000005,1.29,-1.66,Informational interaction,Film & Animation,Y,2
YkOsxj854D4,20.53,-5.43,-4.09,6.88,-2.34,4.55,Informational interaction,Film & Animation,Y,2
YkWWoB43g-E,20.14,-0.28,-4.31,3.31,-3.45,0.05,Informational interaction,Sports,Y,2
yl-rXydRlaM,7.38,-4.99,1.16,10.99,-0.26,2.2,Involved persuasion,People & Blogs,Y,2
yL1YLaTmblQ,6.59,-0.94,0.31,3.1,-1.61,0.67,Involved persuasion,Education,Y,2
YlC_Tqs_VjY,14.68,-3.18,3.16,-1.3,-0.39,1.91,Involved persuasion,People & Blogs,Y,2
YMnGPK_bz14,11.79,-3.15,-2.91,2.11,-0.98,0.33,Involved persuasion,Gaming,Y,2
YMsLFrWRelk,-14.91,0.17,0.57,-1.74,3.62,1.76,General narrative exposition,Education,Y,2
YnCnxA-whqI,14.33,3.8,1.72,-7.23,-2.94,-0.38,Imaginative narrative,Sports,Y,2
yne6qavKeOo,33.93,-0.03,-1.09,-0.25,-3.2,1.5,Informational interaction,Sports,Y,2
yNGlSwVS_Kk,32.2,-3.14,-1.18,-3.25,-1.83,1.45,Informational interaction,Education,Y,2
yoa0eIuWcsg,16.16,1.07,-1.34,3.68,-1.78,0.19,Involved persuasion,Education,Y,2
yooMQ5ypIlM,20.36,-3.95,-1.83,2.22,-1.36,1.21,Informational interaction,Entertainment,Y,2
yq-PjsgIZWU,27.47,-5.55,0.01,4.21,-1.3,-0.17,Informational interaction,People & Blogs,Y,2
YRbhZYmEbUM,1.18,-2.97,-7.32,-4.66,2.08,-1.45,Situated reportage,Sports,Y,2
yRcNxPCC9_A,-5.53,-3.29,2.44,2.68,0.66,-0.43,General narrative exposition,News & Politics,Y,2
yRGsC-Mfpvg,31.43,-4.39,-8.47,1.57,-0.72,0.02,Informational interaction,Gaming,Y,2
yRoQ-ypU8Ag,20.98,-4.69,-1.18,-2.38,0.38,0.64,Informational interaction,Education,Y,2
yRUau7Bjj94,-3.37,-4.42,-3.94,-5.75,-2.16,-2.38,Situated reportage,Sports,Y,2
YRXAE19O_iM,28.39,-4.89,-2.84,-1.42,-3.09,0.12,Informational interaction,Gaming,Y,2
ys1x5xKhO-g,27.82,-2.6,-4.62,-1.89,-2.86,-1.83,Informational interaction,People & Blogs,Y,2
Ys3iCsnZitE,26.55,-5.54,2.7,0.67,-1.47,3.9,Informational interaction,Entertainment,Y,2
Ysr7wF6WPXI,25.84,-4.58,-1.09,-0.48,-3.59,0.46,Informational interaction,People & Blogs,Y,2
yST73PibsN4,23.89,-3.32,-6.76,0.41,-2.07,-1.31,Informational interaction,Science & Technology,Y,2
ys_R4KZYj24,-6.64,-3.36,5.15,-1.82,0.96,-2.19,General narrative exposition,Education,Y,2
YTmDEW8qGk8,21.93,-3.61,-1.24,0.91,-1.62,1.81,Informational interaction,Sports,Y,2
yu4hl0PJpFc,5.15,-3.02,-4.52,-4.82,-1.34,-1.3,Situated reportage,Sports,Y,2
YU8cuMhbb6E,5.36,3.33,2.83,-3.72,-0.38,-0.62,Imaginative narrative,Sports,Y,2
yuFHQEBUGSc,33.46,-1.7,-2.85,0.91,-3.68,0.26,Informational interaction,Entertainment,Y,2
YuvWos-B7sg,22.78,-4.09,-0.25,2.21,-2.19,1.62,Informational interaction,Education,Y,2
YUxX47ngx8g,35.1,-5.45,-8.47,-0.83,-2.35,-3.5,Informational interaction,People & Blogs,Y,2
YuYAt8ux2KI,15.66,-2.93,-3.69,0.82,-0.19,1.79,Involved persuasion,Entertainment,Y,2
